Municipio,Nombre_de_la_iniciativa,Actividades,Direccion,Dias,Horario,Mes,Año
D,Brigada Solidaria,Olla,Dunant 4237,Miércoles y viernes,19 hs,Agosto,2021
D,Casa de los Niños,Olla y Merendero,Durant 3019 esq. 20 metros,miércoles y domingo,17hs,Agosto,2021
D,Olla de Jorge,Olla,Aparicio Saravia 3564 esq. Enrique Castro,Martes y viernes,18hs,Agosto,2021
D,Padre victor,Olla y Merendero,Sorata 4338 ,Lunes a sabado,13 y 17:30h,Agosto,2021
D,Los peques ,Olla y Merendero,Matilde pacheco esq. luciano Lira (solar 26),Lunes a domingo,17:30hs y 19:30hs,Agosto,2021
D,Olla Manga,Olla y Merendero,Braulio López Nº 47 esquina Alfredo Zitarrosa ,Todos los dias,16:30hs merendero / 19hs olla,Agosto,2021
D,La manchega,Olla y Merendero,Calle 1 4079 entre Leandro Gomez y José Ramirez,Lunes a domingos,"19hs olla, 9 y 17hs merendero",Agosto,2021
D,corazones unidos ,Olla y Merendero,Teniente rinaldi pasaje G vivienda 330,"Lunes, miercoles, jueves, viernes y sabados",17 merendero 18:30 olla,Agosto,2021
D,Olla Ellauri ,Olla y Merendero,Teniente Galeano y pasaje A,Todos los días,17 y 21 hs,Agosto,2021
E,Del Corazón,Olla,Pasaje C 3893,"Lunes, miércoles y viernes",S/D,Agosto,2021
E,Barrios Unidos,Olla y Merendero,Oficial 17 mts 5081 esq Alberto zum felde,Lunes y Jueves,19,Agosto,2021
E,Iniciativa vecinal,Merendero,Calle Central esq. Calle 26,"Miércoles, Jueves y Viernes",11 a 14 hs,Agosto,2021
E,Merendero Aquiles Lanza (Del otro lado),Merendero,Dobrich solar 06 al fondo de la calle 22,"Lunes, miércoles y viernes",15:30,Agosto,2021
E,Olla Asociación Civil Esperanza,Olla y Merendero,Acosta y Lara 7129,Lunes miércoles y viernes,S/D,Agosto,2021
